epoch,phase,train_loss,val_loss,train_acc,val_acc,train_f1,val_f1,lr
1,head,0.8015754024059789,0.7478610361776045,0.5775917578879588,0.3870967741935484,0.5099438159008697,0.3869947129594938,0.0001
2,head,0.7460293344966228,0.7674936006146093,0.5119124275595621,0.3741935483870968,0.49097027394464376,0.35607520664696557,0.0001
3,head,0.7461252510355736,0.7904934394744134,0.5080489375402447,0.34516129032258064,0.4923620618838992,0.2996806107345953,7.500000000000001e-05
4,head,0.7364752503724844,0.7420381173010795,0.527366387636832,0.3741935483870968,0.5096740170269582,0.3546102335164835,2.500000000000001e-05
5,head,0.7280386732381463,0.7522130327840005,0.5254346426271732,0.38387096774193546,0.5108682320613166,0.36808290376631553,0.0
1,finetune,0.720748834124858,0.7801180081982766,0.5614938828074694,0.38387096774193546,0.5440216470429979,0.3410788012330429,1e-05
2,finetune,0.6746436420441903,0.9131825135600182,0.6278171281390856,0.36774193548387096,0.6112064962785347,0.28755686881478354,1e-05
3,finetune,0.6015713891135595,1.0292512296668945,0.71216999356085,0.3741935483870968,0.6952432839169165,0.29821695294996264,9.98292246503335e-06
4,finetune,0.5723539423497355,0.7058906705148759,0.7546683837733419,0.5645161290322581,0.7377913322547065,0.5641487622241431,9.931806517013612e-06
5,finetune,0.5439907801358529,0.705968199141564,0.7720540888602705,0.5645161290322581,0.7569618574384185,0.5632025550302158,9.847001329696653e-06
6,finetune,0.5131804676341458,0.7667479570834868,0.8055376690276883,0.5129032258064516,0.7920873629744691,0.5050698357986445,9.729086208503174e-06
7,finetune,0.5135261605266441,0.6575405464056999,0.8113329040566645,0.632258064516129,0.7971978540889215,0.6312758232127207,9.578866633275289e-06
8,finetune,0.4815710033437013,0.6126371825895002,0.8274307791371539,0.6483870967741936,0.8151032781758216,0.6393771545053843,9.397368756032445e-06
9,finetune,0.4785176622852232,0.6922625622441692,0.8461043142305216,0.6129032258064516,0.8346948909855724,0.6123223143940972,9.185832391312644e-06
10,finetune,0.4592563605891914,0.7559476833189688,0.849967804249839,0.5903225806451613,0.8395343134102855,0.590318317568341,8.94570254698197e-06
11,finetune,0.420296087966607,0.891670794640818,0.8828074694140373,0.5225806451612903,0.8731259269367366,0.5180672268907562,8.67861955336566e-06
12,finetune,0.41524058935416563,1.2169502645730972,0.8853831294269157,0.43548387096774194,0.8772826874449526,0.39836532809883446,8.386407858128707e-06
13,finetune,0.39944182632818426,0.9335260326823881,0.8931101094655506,0.5258064516129032,0.8843685523081615,0.5246936114732725,8.071063563448341e-06
14,finetune,0.3859131908079001,0.8025235491414224,0.9098518995492595,0.5806451612903226,0.9027746475346206,0.5797881214547882,7.734740790612137e-06
15,finetune,0.3755673025587798,0.8597537866523189,0.9047005795235029,0.5612903225806452,0.8979653805722079,0.5609979590986713,7.379736965185369e-06
16,finetune,0.38297810881888567,0.8756631425311489,0.9162910495814552,0.5258064516129032,0.9095144102861978,0.5255645438360871,7.008477123264849e-06
17,finetune,0.3800432794875509,0.8213542517154447,0.9085640695428203,0.5451612903225806,0.9016053613178419,0.5437893352537808,6.6234973460234184e-06
18,finetune,0.3623114599002536,0.8434585991405672,0.9233741146168706,0.5516129032258065,0.917512083709566,0.5513841604980687,6.227427435703997e-06
19,finetune,0.3724989451213721,0.7370631142970054,0.922730199613651,0.6,0.9166639836011032,0.5999333916156696,5.82297295140367e-06
