epoch,phase,train_loss,val_loss,train_acc,val_acc,train_f1,val_f1,lr
1,head,0.7374231536313172,0.6750942484025032,0.5396007726980039,0.5709677419354838,0.5149649959878724,0.5524850484636008,0.0001
2,head,0.7392775643585731,0.65279570856402,0.5312298776561494,0.632258064516129,0.5121662438081431,0.5814581458145814,0.0001
3,head,0.7294397887228691,0.6992852530171795,0.5511912427559562,0.532258064516129,0.5294252414843063,0.5322142552372231,7.500000000000001e-05
4,head,0.7356016283563391,0.738567227701987,0.5312298776561494,0.44516129032258067,0.5077757383033042,0.42779876373626374,2.500000000000001e-05
5,head,0.7119597912372041,0.7292648173147632,0.5775917578879588,0.45483870967741935,0.5540247596701046,0.44310390645761355,0.0
1,finetune,0.7219707123786498,0.8147942829516626,0.5743721828718609,0.3774193548387097,0.5504848608255661,0.30984761970677466,1e-05
2,finetune,0.6689132231708043,0.7548258750669418,0.6329684481648422,0.44516129032258067,0.6184439655172413,0.4235675675675675,1e-05
3,finetune,0.6096131794312963,0.6293028227744564,0.708950418544752,0.6258064516129033,0.6929036164396986,0.6173816819884235,9.98292246503335e-06
4,finetune,0.5575205558204528,0.6094866690135772,0.7759175788795879,0.667741935483871,0.7583255524431995,0.6659028366345439,9.931806517013612e-06
5,finetune,0.5194296621155601,0.5327106379693555,0.8029620090148101,0.7290322580645161,0.7878097003729264,0.7015951595159516,9.847001329696653e-06
6,finetune,0.48236804528921096,0.5152390197400124,0.8300064391500322,0.7548387096774194,0.818248555712781,0.7250746825989545,9.729086208503174e-06
7,finetune,0.4538177913108796,0.519808731925103,0.8538312942691565,0.7451612903225806,0.8419379527631076,0.7162191914158913,9.578866633275289e-06
8,finetune,0.43434891175701784,0.6474141772716276,0.871216999356085,0.6290322580645161,0.8611066393351721,0.6273220501991449,9.397368756032445e-06
9,finetune,0.41159522134261367,0.5697304806401653,0.8783000643915003,0.7129032258064516,0.8684979119932367,0.6988352927050245,9.185832391312644e-06
10,finetune,0.3839801416731771,0.7818510609769052,0.9098518995492595,0.5129032258064516,0.9029912012992807,0.5004215626634223,8.94570254698197e-06
11,finetune,0.3667297534841303,0.637911900950055,0.918222794591114,0.635483870967742,0.9115688105767166,0.6346284224250326,8.67861955336566e-06
12,finetune,0.36712525325364936,0.988410153360136,0.9137153895685769,0.45806451612903226,0.9076825481323751,0.42894736842105263,8.386407858128707e-06
13,finetune,0.36305393323695667,0.5660213435369154,0.9240180296200902,0.6935483870967742,0.9178669262597796,0.6843211027859064,8.071063563448341e-06
14,finetune,0.34288241221531696,0.9174990719725047,0.9394719896973599,0.5,0.9350551476476388,0.4825042272027226,7.734740790612137e-06
15,finetune,0.3492677077046534,0.5719148931964751,0.9298132646490663,0.6870967741935484,0.9246098038386084,0.6790787521745163,7.379736965185369e-06
16,finetune,0.3374530057406625,0.6489025383707016,0.943979394719897,0.6387096774193548,0.9394672928222836,0.6383333333333334,7.008477123264849e-06
17,finetune,0.3385785082349145,0.9929724250950159,0.9388280746941404,0.45806451612903226,0.9336460001628097,0.4271635355712966,6.6234973460234184e-06
18,finetune,0.3183876674404009,0.5963868279610911,0.952994204764971,0.6741935483870968,0.9495093181671413,0.6694851738079404,6.227427435703997e-06
19,finetune,0.3355277016403901,0.5216534565533361,0.9459111397295557,0.7258064516129032,0.941167026258632,0.710627175787127,5.82297295140367e-06
20,finetune,0.3358202710776504,0.8595444110132033,0.9465550547327752,0.5032258064516129,0.9422504057959716,0.4864678800395852,5.412896727361663e-06
21,finetune,0.3231573204839145,0.6780246256820617,0.9542820347714102,0.6161290322580645,0.950486077338589,0.6161250377215164,5e-06
22,finetune,0.3144304390999093,0.5047145552692874,0.9594333547971667,0.7290322580645161,0.9560310715738243,0.7161667247994419,4.587103272638339e-06
23,finetune,0.32384410652128715,0.6591665676524562,0.9562137797810689,0.6129032258064516,0.9528115392864802,0.612887112887113,4.17702704859633e-06
24,finetune,0.3318678212027663,0.5097049373772836,0.9465550547327752,0.7483870967741936,0.9420726815972604,0.7348684210526316,3.7725725642960047e-06
25,finetune,0.3238296532201061,0.6634123422445789,0.9568576947842885,0.603225806451613,0.9534532606784709,0.603023393822032,3.3765026539765832e-06
26,finetune,0.31558704038473845,0.702119837028365,0.9555698647778493,0.6064516129032258,0.9521708720668912,0.6051202806548613,2.991522876735154e-06
27,finetune,0.32896722608509177,0.613162417613691,0.9523502897617514,0.635483870967742,0.9480039887648584,0.6353890189955764,2.6202630348146323e-06
28,finetune,0.3176736702323344,0.6126989812620225,0.9542820347714102,0.6580645161290323,0.9506371643778889,0.6573656990323657,2.265259209387867e-06
29,finetune,0.30828151999176967,0.6304297491427391,0.9703799098518996,0.632258064516129,0.9677819429511556,0.6322427572427572,1.928936436551661e-06
30,finetune,0.3102959135579664,0.8804951230845144,0.9690920798454604,0.5064516129032258,0.9665899361056731,0.491590828697302,1.6135921418712959e-06
31,finetune,0.3058213958875333,0.6360640171074098,0.9658725048293625,0.6225806451612903,0.9630389028020454,0.6224824355971896,1.321380446634342e-06
32,finetune,0.2989212563939042,0.5942592479048237,0.9774629748873149,0.6612903225806451,0.9755728175410134,0.6604954367666231,1.0542974530180327e-06
33,finetune,0.3041944062794245,0.7585532124965422,0.9735994848679974,0.5612903225806452,0.9714294688428964,0.5552930256107338,8.141676086873574e-07
34,finetune,0.29792545333802123,0.4981571595514974,0.974243399871217,0.7354838709677419,0.9721582800880608,0.7166109253065774,6.026312439675553e-07
35,finetune,0.31646322981434644,0.7843200763387065,0.9600772698003863,0.5451612903225806,0.956506145134304,0.5378466678649595,4.211333667247125e-07
36,finetune,0.3198086706500474,0.5156490761426187,0.9600772698003863,0.7290322580645161,0.9565756622385141,0.7161667247994419,2.7091379149682683e-07
37,finetune,0.3004786054395662,0.6517140106328072,0.9723116548615582,0.6193548387096774,0.9698470157896899,0.6192914533116856,1.5299867030334815e-07
38,finetune,0.3147576635527135,0.7649100244045257,0.9607211848036059,0.5645161290322581,0.9572930233354928,0.5588932806324111,6.819348298638839e-08
39,finetune,0.30761959152841906,0.539310484740042,0.9716677398583387,0.7193548387096774,0.9691827280402359,0.7127520209604754,1.7077534966650767e-08
40,finetune,0.29603060072495413,0.6487948836818818,0.9806825499034127,0.6290322580645161,0.9790866912533083,0.6289975127743492,0.0
